Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
LeeHi,15752619,514979,"Lee Ha Yi (이하이), born September 23, 1996, better known by her stage name Lee Hi, is a South Korean singer managed by AOMG. Known as the ""Survival K-Pop Star"" runner-up of 2011, she was scouted by YG Entertainment. Her debut single ""1,2,3,4"", was released in on October 28, 2012 and reached #1 with the first-week sales of 667,549 downloads, remaining #1 on all the main music charts for 5 consecutive days.

Lee Hi signed to AOMG in july 2020, after leaving YG Entertainment in 2019. <a href=""https://www.last.fm/music/+noredirect/LeeHi"">Read more on Last.fm</a>",
Uriel Henao,14955,1493," <a href=""https://www.last.fm/music/Uriel+Henao"">Read more on Last.fm</a>","Los Rayos, Jimmy Gutierrez, Darío Gómez, Luis Alberto Posada, Los Relicarios"
Bnxn,546322,39818,"Daniel Etiese Benson (born 14 May 1997), known professionally as BNXN (pronounced as Benson) and formerly known as Buju, is a Nigerian Afro-fusion singer, songwriter and record producer.

BNXN was born in Lagos. He hails from Akwa Ibom state, grew up in Gbagada with his family, but relocated to Ogun State. BNXN was introduced to Afropop through Nigerian music artists 2Baba as a child, and credits Burna Boy as his inspiration for becoming a musical artist. <a href=""https://www.last.fm/music/BNXN"">Read more on Last.fm</a>","Seyi Vibez, Young Jonn, Olamide, Wizkid, Odumodublvck"
Thomas Stenström,1884945,63307,"Karl Thomas Stenström (born January 19, 1988), is a Swedish artist, singer and songwriter. He is best known for his charting single ""Slå mig hårt i ansiktet"". He has released three albums: Nåt annat, nån annanstans (2012), Fulkultur (2014) and Rör inte min kompis! (2017).

He grew up in Uddevalla. In 2010 he was awarded the Ted Gärdestad Scholarship and in 2011 released his second single ""Detsamma"" followed by ""Krossade drömmar"" and ""Full av liv"". <a href=""https://www.last.fm/music/+noredirect/Thomas+Stenstr%C3%B6m"">Read more on Last.fm</a>","Håkan Hellström, Mares, Victor Leksell, Daniel Adams-Ray, Norlie & KKV"
Lexa,6357488,208212,"Lexa é uma cantora e compositora brasileira que ganhou notoriedade com hits de funk pop como “Sapequinha”, “Chama Ela” e “Quebrar Seu Coração”. Nascida em 1995 no Rio de Janeiro, construiu uma carreira marcada pela energia e presença nos palcos.

No entanto, em 2022, decidiu se aposentar, após uma sequência de fracassos em seus últimos lançamentos. Suas músicas, consideradas genéricas e fora das tendências, não conseguiram manter o interesse do público, refletindo uma dificuldade em se reinventar. <a href=""https://www.last.fm/music/Lexa"">Read more on Last.fm</a>","PEDRO SAMPAIO, POCAH, Rebecca, Lia Clark, Zaac"
Zhou Shen,858135,43935,"Zhou Shen (Chinese: 周深; pinyin: Zhōu Shēn; born 29 September 1992), also known as Charlie Zhou, is a Chinese singer known for his ethereal voice and wide vocal range. He gained prominence with his renowned song “大鱼” (“Big Fish”), which has garnered eight awards. 

Zhou was born in rural Shaoyang, Hunan. He and his older sister were left behind children before his family later moved to Guiyang, Guizhou during his third year of primary school. <a href=""https://www.last.fm/music/Zhou+Shen"">Read more on Last.fm</a>","Xiao Zhan, 摩登兄弟劉宇寧, Zhang Bichen, 井胧, WANG YIBO"
Zkr,1108290,25350," <a href=""https://www.last.fm/music/ZKR"">Read more on Last.fm</a>","Timal, Maes, DA Uzi, WeRenoi, Larry"
DrefGold,584941,20162," <a href=""https://www.last.fm/music/DrefGold"">Read more on Last.fm</a>","Tony Boy, Sfera Ebbasta, Artie 5ive, Capo Plaza, NIGHT SKINNY"
DEAD BLONDE,1920625,65349,"Dead Blonde is a Russian rave solo band led by Arina Nikolaevna Murasheva (born 6 April 1999). The band gained notoriety with the songs ""Мальчик на девятке"" (Boy on the Nine) and ""Бесприданница"" (Woman Without Dowry), which became popular on Russian TikTok. <a href=""https://www.last.fm/music/Dead+Blonde"">Read more on Last.fm</a>",
小乐哥(王唯乐),40565,3801," <a href=""https://www.last.fm/music/%E5%B0%8F%E4%B9%90%E5%93%A5(%E7%8E%8B%E5%94%AF%E4%B9%90)"">Read more on Last.fm</a>","In k, 秋原依, 程響, 小咪, In-k"
4Keus,435935,21261," <a href=""https://www.last.fm/music/4KEUS"">Read more on Last.fm</a>","RSKO, Niska, Koba LaD, Bolémvn, Guy2Bezbar"
L2B,264450,12837," <a href=""https://www.last.fm/music/L2B"">Read more on Last.fm</a>","RSKO, 4KEUS, Genezio, Leto, Tiakola"
Alexia,1026785,146026,"There are more artists using this name:

Alexia by name of Alessia Aquilani (born May 19, 1967) is an Italian singer. Before recording in Italian in the 2000s, she made records in English in the late 1990s. Many of those were international hits. Before her solo career she was the vocalist of Ice Mc.
She started working for Italian producer Roberto Zanetti (better known as Robyx) in 1990, as a back-up singer to several of Zanetti's eurodance acts, including Double You and Ice MC. <a href=""https://www.last.fm/music/Alexia"">Read more on Last.fm</a>","Netzwerk, Double You, Ice MC, Twenty 4 Seven, Whigfield"
King,2769955,248595,"There are at least 16 artists with this name:

1) King was a British new wave pop band of the mid-'80s
2) KING is an American R&B group from Los Angeles, CA. 
3) King is a Canadian black metal band.
4) King is a symphonic death metal band of Slovakia.
5) KING is a Japanese all-female hip-hop group.
6) KING is a Japanese rock band.
7) King is an American metal band.
8) King was an English punk rock band in 1978.
9) King is the creator of Vinland Radio (metal) and the associated podcast. <a href=""https://www.last.fm/music/King"">Read more on Last.fm</a>","Divine, Howard Jones, The Human League, ABC, Thompson Twins"
Nirvair Pannu,138897,5892," <a href=""https://www.last.fm/music/Nirvair+Pannu"">Read more on Last.fm</a>","Jordan Sandhu, Khan Bhaini, Jassa Dhillon, Tarsem Jassar, Himmat Sandhu"
井迪,19148,2056," <a href=""https://www.last.fm/music/%E4%BA%95%E8%BF%AA"">Read more on Last.fm</a>","秋原依, 杨博然, 小乐哥(王唯乐), 戴羽彤, 雪二"
Alex Velea,268984,17338," Alex s-a nascut pe data de 13 mai 1984 in Craiova.  O zi norocoasa pentru parintii sai :). Zodia TAURULUI i se potriveste PERFECT, Alex fiind un tanar  pasional, gelos, usor incapatant, plin de ambitie si perseverenta,  care stie ca prin munca poti sa iti atingi visele. 
         DRAGOSTEa LA PRIMA VEDERE pentru muzica i-a fost insuflata de parinti, in special de tatal sau, care este muzician, si carora Alex nu ezita sa le spuna tot  timpul « ITI MULTUMESC ». <a href=""https://www.last.fm/music/Alex+Velea"">Read more on Last.fm</a>","Connect-R, Tzanca Uraganu, Smiley, Costel Biju, Voltaj"
Rajat Nagpal,44787,7090," <a href=""https://www.last.fm/music/Rajat+Nagpal"">Read more on Last.fm</a>","Mohammad Faiz, Akashdeep Sengupta, Goldie Sohel, Rito Riba, Mansheel Gujral"
Gyakie,182187,18851,"Jackline Acheampong, staged named Gyakie, is an Afro-Fusion/Afrobeats singer from Ghana. <a href=""https://www.last.fm/music/Gyakie"">Read more on Last.fm</a>","King Promise, Stonebwoy, Black Sherif, Sarkodie, Fave"
нексюша,555213,21567," <a href=""https://www.last.fm/music/%D0%BD%D0%B5%D0%BA%D1%81%D1%8E%D1%88%D0%B0"">Read more on Last.fm</a>","МЭЙБИ БЭЙБИ, дора, Бесплатный Автобус, Френдзона, DEAD BLONDE"
Ramil',823316,39456," <a href=""https://www.last.fm/music/Ramil%27"">Read more on Last.fm</a>","BODIEV, Andro, mrid, omgkirby, Macan"
陈雪凝,77553,8098," <a href=""https://www.last.fm/music/%E9%99%88%E9%9B%AA%E5%87%9D"">Read more on Last.fm</a>","程响, 房东的猫, 王贰浪, 郭顶, 任然"
王靖雯,275913,12529,"Shirley Wong (王靖雯, born August 8, 1969) is the early stage name of 王菲. Born in Beijing, China, she moved to British Hong Kong in 1987 and came to public attention in the early 1990s by singing ballads in Cantonese. She released her debut album, 王靖雯, in 1989. Since 1995 she has recorded mostly in her native Mandarin, often combining alternative music with mainstream Chinese pop. <a href=""https://www.last.fm/music/%E7%8E%8B%E9%9D%96%E9%9B%AF"">Read more on Last.fm</a>","Ren Ran, 蓝心羽, 不是花火呀, Wanting, 大籽"
DJ Neptune,192275,22649,"Patrick Imohiosen, Nigerian DJ, born in Lagos in 1990. <a href=""https://www.last.fm/music/DJ+Neptune"">Read more on Last.fm</a>","LoJay, Joeboy, Spinall, Sarz, Ruger"
雪二,31760,3532," <a href=""https://www.last.fm/music/%E9%9B%AA%E4%BA%8C"">Read more on Last.fm</a>","秋原依, 程響, 胡66, 阿涵, 戴羽彤"
Niro,1565223,47361,"Niro is a french rapper under the independant Street lourd label. He has worked on various projects such as, TALENTS FACHES 4, GHETTOYOUSS FM, LA PAS N3T TAP3 DE JEFF LE NERF, CHABODO LA DEL1KANCE, LES RATS D'EGOUT , STREET LOURD 2, AUTOPSIE 4 de Booba and much more.

His latest release is the 2012 album, Paraplegique which has been re-released with some bonus tracks a bit later.
 <a href=""https://www.last.fm/music/Niro"">Read more on Last.fm</a>","Lacrim, Rim'K, Dosseh, Ninho, Gradur"
Madrigal,1903551,54354,"There are numerous bands named Madrigal, including: 
1) Madrigal was a Swedish gothic death metal band founded in 1998 in Gothenburg. 
2) Madrigal was an American psychedelic and experimental rock band from New York City, active in the late-1960s and early-1970s. 
3) Madrigal was a British nine-piece folk band active in the early 70s. 
4) Madrigal was a Canadian psychedelic pop band who released the album ""Sunshine & Baked Beans"" in 1970. 
5) Madrigal was a Turkish alternative rock band.  <a href=""https://www.last.fm/music/Madrigal"">Read more on Last.fm</a>","Yüzyüzeyken Konuşuruz, kaan boşnak, Mavi Gri, Dolu Kadehi Ters Tut, CanOzan"
Amrit Maan,199982,12836," <a href=""https://www.last.fm/music/Amrit+Maan"">Read more on Last.fm</a>","Jordan Sandhu, Gurnam Bhullar, Tarsem Jassar, Tegi Pannu, Rajvir Jawanda"
Dima Bilan,1309492,79627,"Díma Bilán (Russian: Ди́ма Била́н, IPA: [ˈdʲimə bʲɪˈlan]; born Ви́ктор Никола́евич Бела́н, Víktor Nikoláevich Belán, 24 December 1981 in Ust-Dzheguta, Karachay-Cherkessia, Soviet Union) is a Russian pop artist. Bilan represented Russia at the Eurovision Song Contest 2006 with ""Never Let You Go"", finishing second, and he won the contest in 2008, with the song ""Believe"". He has had several Russian no. 1 hits. <a href=""https://www.last.fm/music/Dima+Bilan"">Read more on Last.fm</a>","Polina Gagarina, Сергей Лазарев, Timati, arthur pirozhkov, ALEKSEEV"
Korala Maan,11626,1499," <a href=""https://www.last.fm/music/Korala+Maan"">Read more on Last.fm</a>","Khan Bhaini, R Nait, Sajjan Adeeb, Gulab Sidhu, Jordan Sandhu"
Miles Away,2394495,84567,"Miles Away is an Australian hardcore punk band from Perth, Western Australia, formed in 2002.

Miles Away was formed in mid-2002 by Andre and Monty who had a bunch of songs they wanted to use for an old school hardcore band. They then drafted in Chris Unsworth, the drummer from Monty's other band Alleged and Perth stalwart/enigma Dion, formerly of Boredumb and From the Ruins to play the bass. Cavechest joined up on vocals in late 2002 to complete the puzzle. <a href=""https://www.last.fm/music/Miles+Away"">Read more on Last.fm</a>","Landscapes, Down to Nothing, Casey Jones, More Than Life, Killing The Dream"
Simi,396831,47176,"A few months ago, she was the talk of the town after releasing her EP, Restless, a cover of some popular foreign songs. Many wondered, who’s that young woman? For others who knew who she was, it was a pleasant surprise to see a Nigerian singer give the cover of a foreign song an authentic Nigerian feel.

That young woman with such uncanny creative talent and versatility is no other than Simisola Ogunleye, a.k.a Simi. Simi, a mass communications graduate, is no stranger to the Nigerian music industry. <a href=""https://www.last.fm/music/Simi"">Read more on Last.fm</a>","Adekunle GOLD, Olamide, Chike, Fireboy DML, Johnny Drille"
Misha Marvin,145274,9350," <a href=""https://www.last.fm/music/Misha+Marvin"">Read more on Last.fm</a>","sati kazanova, Irakli, DJ Kan, Anzhelika Varum, Julia Parshoota"
Zeynep Bastık,1022311,35590,"Zeynep Bastık (born 8 July 1993) is a Turkish singer, songwriter, dancer, and actress.

Her grandmother is of Albanian origin. Her family members are also musicians. Her mother was a folk dance teacher. At the age of fifteen she joined the Fire of Anatolia as a dancer and remained part of the group for eight years. She later became interested in Latin dance and pole dance. She also worked as actress in musical theatres. In 2010, she started professional music with the band ""Jackpot"" in İzmir, performing mainly cover songs. <a href=""https://www.last.fm/music/Zeynep+Bast%C4%B1k"">Read more on Last.fm</a>","Feride Hilal Akın, Buray, Edis, Aleyna Tilki, Simge"
Gloria Groove,42271851,356087,"Daniel Garcia Felicione Napoleão, known professionally as Gloria Groove, is a Brazilian rapper, songwriter, actor, voice actor and drag queen. As a kid, Daniel was a member of  Balão Mágico, a group that made a lot of success in the 90s. In 2014, while doing musical theatre, the Brazilian version of Hair, she discovered herself as a drag queen.

In February 2017, she released her debut studio album, O Proceder, featuring the singles Dona, Império, Gloriosa and Muleke Brasileiro. <a href=""https://www.last.fm/music/Gloria+Groove"">Read more on Last.fm</a>","IZA, Thiago Pantaleão, Lia Clark, Aretuza Lovi, Grag Queen"
Joseca,3814,443," <a href=""https://www.last.fm/music/Joseca"">Read more on Last.fm</a>","Orquesta Internacional Guachambe, Luis vega, Bonny Lovy, Orquesta Internacional A'Banda Sombra, Lu de la Tower"
Chike,175572,15905,"Chike-Ezekpeazu Osebuka popularly known by Chike (sometimes stylized as Chiké) is an actor, singer and songwriter known for his participation on reality music competitions Project Fame West Africa and The Voice Nigeria.

Chike made his acting debut as Mayowa Badmus on the Africa Magic hit telenovela ""Battleground"". In November 2017, he departed Universal Records and went to release popular love anthems like ""Beautiful People"", ""Out of Love"" and ""Amen"". <a href=""https://www.last.fm/music/Chike"">Read more on Last.fm</a>","Phyno, Kizz Daniel, Johnny Drille, Fireboy DML, Magixx"
