Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Booba,12159388,157505,"Élie Yaffa (born December 9, 1976 in Boulogne-Billancourt, France), better known by his stage name Booba is a French rapper of Senegalese and French descent, from Boulogne-Billancourt, a commune in the western suburbs of Paris. He began his career as a rapper in 1994. In 1996 he co-wrote, with Ali (the co-founder of Lunatic) ""Le crime paie"". And from 1997 to 1998 he was incarcerated for the robbery of a taxi driver. Lunatic went on to found their own label, 45 Scientific, and in 2000 released the much vaunted Mauvais Oeil. <a href=""https://www.last.fm/music/Booba"">Read more on Last.fm</a>","Kaaris, Lunatic, SCH, Lacrim, Niska"
Laurell,232606,28947,"1. Laurell is a Canadian dance singer who was produced by Gino Crescenza, and Maurizio Nalli
She recorded the singles «For Your Love», «Someday» and «I’m For You». 

2. Laurell is a singer/songwriter from Vancouver, Canada.

3. An up-and-coming dancehall singer from West London.

4. A Canadian singer, responsible for the 2021 hit ""Habit."" <a href=""https://www.last.fm/music/Laurell"">Read more on Last.fm</a>","Leony!, Mariette, Dotter, Klara Hammarström, Wiktoria"
STEFAN,538857,52431,"Stefan Airapetjan (Armenian: Ստեֆան Հայրապետյան, romanized: Stefan Hayrapetyan; born 24 December 1997), known simply as Stefan, is an Estonian singer of Armenian descent. He is set to represent Estonia in the Eurovision Song Contest 2022 with the song ""Hope"". <a href=""https://www.last.fm/music/stefan"">Read more on Last.fm</a>",
隊長,386636,12964," <a href=""https://www.last.fm/music/%E9%9A%8A%E9%95%B7"">Read more on Last.fm</a>","h3r3, 棉子, 邹沛沛, Zyboy忠宇, 嘿人李逵Noisemakers"
Tani Yuuki,417833,34301,"Tani Yuuki (タニ ユウキ, born November 9, 1998) is a Japanese singer-songwriter and musician from Chigasaki City, Kanagawa Prefecture. <a href=""https://www.last.fm/music/Tani+Yuuki"">Read more on Last.fm</a>","優里, Novelbright, Mrs. GREEN APPLE, Yuuri, back number"
Coma_Cose,775456,33855,"L’incontro tra Fausto Lama, già musicista e produttore, e California, DJ e voce con capelli corti biondo platino, è inaspettato: entrambi lavorano come commessi in un negozio, parlano di musica e tanto basta per far nascere la voglia di iniziare un’avventura insieme.

Entrambi arrivano a Milano con lo stesso sguardo spaesato e meravigliato delle matricole universitarie, di chi lascia la cittadina per cercare fortuna nella metropoli. Decidono di raccontarla <a href=""https://www.last.fm/music/Coma_Cose"">Read more on Last.fm</a>","GAZZELLE, La rappresentante di lista, Brunori Sas, Calcutta, Pinguini Tattici Nucleari"
Marina Sena,35761622,314496,"Marina de Oliveira Sena (born September 26, 1996) is a Brazilian singer, songwriter, music producer and businesswoman. Born in Taiobeiras, a municipality in the north of Minas Gerais, she started her musical career at the age of 18, receiving support from her family since the beginning, as she sang since she was a child. Marina participated in the musical band A Outra Banda da Lua, a musical project started in 2015 in Montes Claros, where the artist lived for some time. <a href=""https://www.last.fm/music/Marina+Sena"">Read more on Last.fm</a>","Os Amantes, Banda do Mar, Marina Sena, Fleezus, Urias, ROSA NEON"
Chase Matthew,899335,54341,"Chase Matthew's muscled-up country is as influenced by the genre's roots as it is by modern hip-hop. Born in 1997 and raised around Nashville, Matthew grew up in a musical family and was profoundly impacted by the songs he heard in church. Eventually, his passion for music led to him developing his low, hearty boom of a voice, and in the early 2020s, he rapidly became a social media star. Matthew's love of hip-hop was clear straight from his rhythmic lyrical deliveries on early tracks like ""Nashville Crazy <a href=""https://www.last.fm/music/Chase+Matthew"">Read more on Last.fm</a>","Josh Ross, Redferrin, Dylan Scott, Dylan Schneider, Sean Stemaly"
KeyKey,48195,5666," <a href=""https://www.last.fm/music/KeyKey"">Read more on Last.fm</a>","Daven Wu, 陈子晴, 张齐山DanieL, In-k, Space X"
Zyboy忠宇,49728,4207," <a href=""https://www.last.fm/music/Zyboy%E5%BF%A0%E5%AE%87"">Read more on Last.fm</a>","傅梦彤, 戴羽彤, 王忻辰, 大泫, 吕口口"
Mida,337099,24085," <a href=""https://www.last.fm/music/Mida"">Read more on Last.fm</a>","Olly, Geolier, Rocco Hunt, Emanuele Aloia, Takagi & Ketra"
HIRAIDAI,442527,41832,"Hirai Dai (平井大) , born May 3, 1991, is a Japanese pop and folk singer who is inspired by Hawaiian music.

Hirai Dai inherited his love for surf culture from his father, and received his first ukulele from his grandmother when he was 3 years old. He began composing music at the age of 17 when he got music software from his father. His major debut was in 2011 with the album OHANA and has since released several albums and singles.

In 2011 he performed at Honolulu Festival, Hawaii's largest music festival. <a href=""https://www.last.fm/music/HIRAIDAI"">Read more on Last.fm</a>","Shota Shimizu, Yuuri, Takaya Kawasaki, Tani Yuuki, Official HIGE DANdism"
JAE5,573731,70940,"Born in East London, Jae5 is a producer who is most notably recognised for his work with J Hus. Jae5 took the lead with the production of J Hus' hugely successful 17-track album 'Common Sense,' which is certified Gold in the UK and peaked at number 6 in the UK album chart. <a href=""https://www.last.fm/music/Jae5"">Read more on Last.fm</a>","BNXN, Pheelz, Victony, Burna Boy, Odumodublvck"
LBI利比,329308,20670," <a href=""https://www.last.fm/music/LBI%E5%88%A9%E6%AF%94"">Read more on Last.fm</a>","yihuik苡慧, 不是花火呀, 颜人中, 承桓, 队长"
Megan Moroney,5435881,172242,"Megan Ann Moroney (born October 9, 1997) is a country singer and songwriter from Savannah, Georgia. After graduating from the University of Georgia, she moved to Nashville to pursue a music career. She released her first single, Wonder, in 2021, followed by an EP release the following year. She then released the single Tennessee Orange, which became a hit song on the US Billboard Hot 100 charts. Her full length debut album, Lucky, released in 2023. <a href=""https://www.last.fm/music/Megan+Moroney"">Read more on Last.fm</a>","Lainey Wilson, Ella Langley, Kelsea Ballerini, Bailey Zimmerman, Carly Pearce"
Lil Kesh,111826,10988," <a href=""https://www.last.fm/music/Lil+Kesh"">Read more on Last.fm</a>","Reminisce, Peruzzi, Poco Lee, Zerrydl, Dremo"
Yanns,226159,18882," <a href=""https://www.last.fm/music/yAnNs"">Read more on Last.fm</a>","Soprano, Keen'V, Ridsa, Kendji Girac, Moussier Tombola"
RANDI,141762,9880,"	
Randi Tefas is one of the vocals and producers of Morandi. Randi fell in love with music since he was a child; later on, he studied at the Music School and continued his education in a highschool that has one of the top music education programs in Romania.
After graduating, Randi went on to follow his interest in music by joining the Bucharest National University of Music.
Together with Morandi, the artist played in more than 18 countries and produced 3 albums <a href=""https://www.last.fm/music/Randi"">Read more on Last.fm</a>","Vescan, Nicole Cherry, Mark Stam, Florian Rus, DoDDy"
Mentissa,232999,24931,"Mentissa Aziza, or simply Mentissa, born April 4, 1999 in Denderleeuw (Belgium), is a Belgian French-speaking singer-songwriter.

In 2021, she was a fianlist in season 10 of The Voice (won by Marghe) <a href=""https://www.last.fm/music/Mentissa"">Read more on Last.fm</a>","Pierre de Maere, Loïc Nottet, Axelle Red, Angèle, Lara Fabian"
Chani Nattan,421421,22613," <a href=""https://www.last.fm/music/Chani+Nattan"">Read more on Last.fm</a>","Sidhu Moose Wala, Sidhu Moosewala, Sultaan, Bunny Gill & Chani Nattan, Aardee & Chani Nattan"
艾辰,89985,7030," <a href=""https://www.last.fm/music/%E8%89%BE%E8%BE%B0"">Read more on Last.fm</a>","汪苏泷, 苏星婕, 柳爽, 周传雄, 張韶涵"
EDIS,1322859,45324,"Edis Görgülü (born 28 November 1990) is a Turkish singer and songwriter. He was born in London and raised in İzmir. While studying at high school and university, he passed music lessons. After enrolling in Galatasaray University Communication Faculty, he settled in Istanbul and immediately tried to contact various people to make an album, but he did not succeed. Meanwhile he started acting and had roles in TV series Dinle Sevgili (2011–12) and Hayatımın Rolü (2012). <a href=""https://www.last.fm/music/Edis"">Read more on Last.fm</a>","Hadise, Murat Boz, Gülşen, Simge, Aleyna Tilki"
UZI,6626522,85673,"1) A Los Angeles Pop duo
2) Japanese hip-hop artist
3) Hard rock band from Chicago (who later moved to L.A.) in the 90's .. see Üzi.
4) An '80s no wave/post-punk band from USA.
5) Lithuanian rap group in the 90's
6) German-Polish horrorcore rapper
7)  Punk band from Bogotá, Colombia 
8) A french hip hop artist
9) A Turkish hip hop artist

1)  Uzi was a duo that consisted of Gab3 and Mik3 aka Young Forever.

2) Uzi (pronounced as ""Uji"") is a Japanese hip-hop artist. <a href=""https://www.last.fm/music/Uzi"">Read more on Last.fm</a>","Josman, Siboy, Morad, Damso, Motive"
Roffo,10520,1057," <a href=""https://www.last.fm/music/+noredirect/Roffo"">Read more on Last.fm</a>",
Treaty Oak Revival,2805429,62011," <a href=""https://www.last.fm/music/Treaty+Oak+Revival"">Read more on Last.fm</a>","Josh Meloy, Ole 60, Wyatt Flores, Pecos & the Rooftops, Flatland Cavalry"
Faye Wong,4322345,145982,"Faye Wong (b. 王菲, 8 Aug 1969, in China), is singer, songwriter, actress and model. She is popular in China, Taiwan, Hong Kong, Singapore, Malaysia, Indonesia, Japan & the West.

One of the most distinguished female vocalists in recent music history, her fan base has grown so large and devoted that media in Hong Kong, Taiwan, and mainland China often place the title tiānhòu (天后, literally meaning Queen of All Under the Sky) before her name, while Japanese fans call her ""Diva of Asia"". <a href=""https://www.last.fm/music/+noredirect/Faye+Wong"">Read more on Last.fm</a>",
Israel & Rodolffo,6275351,186198,"""Israel & Rodolffo"" é uma dupla sertaneja brasileira formada por Israel Antônio Ribeiro (Goianésia, 23 de dezembro de 1988) e Rodolffo Matthaus da Silva Rios (Uruaçu, 24 de agosto de 1988), na cidade de Jaraguá, em Goiás. A dupla foi formada pelos pais de ambos, Antônio (pai de Israel) e Juarez (pai de Rodolffo), que juntaram os filhos ainda crianças. Em 1999, quando os dois tinham dez anos de idade, gravaram um CD Demo. Daí em diante, não pararam mais de cantar e compor, tendo lançado vários CDs nos anos seguintes. <a href=""https://www.last.fm/music/Israel+&+Rodolffo"">Read more on Last.fm</a>","Hugo & Guilherme, Guilherme & Benuto, Clayton & Romário, Henrique & Juliano, Murilo Huff"
戴羽彤,86617,6721," <a href=""https://www.last.fm/music/%E6%88%B4%E7%BE%BD%E5%BD%A4"">Read more on Last.fm</a>","吕口口, 程響, 小蓝背心, 阿涵, 棉子"
VESNA305,278198,16953," <a href=""https://www.last.fm/music/VESNA305"">Read more on Last.fm</a>","VAVAN, Мохито, Мичелз, Лисицын, 3-ий Январь"
杜宣達,38221,4095," <a href=""https://www.last.fm/music/%E6%9D%9C%E5%AE%A3%E9%81%94"">Read more on Last.fm</a>","1k, 陈村长, 隊長, Firdhaus, 陈子晴"
Daven Wu,44453,4023," <a href=""https://www.last.fm/music/Daven+Wu"">Read more on Last.fm</a>","KeyKey, 隊長, 吴大文, 陈村长, ZQS"
Tiakola,3345741,55398,"William Mundala (born December 4, 1999, in Trizay-lès-Bonneval, France), known professionally as Tiakola, is a French rapper and singer, and a former member of the group 4Keus before his solo career. <a href=""https://www.last.fm/music/Tiakola"">Read more on Last.fm</a>","Gazo, Ninho, Niska, RSKO, Guy2Bezbar"
Emilian,24035,2506," <a href=""https://www.last.fm/music/Emilian"">Read more on Last.fm</a>","Nicole Cherry, Florian Rus, Randi, rares, DoDDy"
Chayce Beckham,715464,69577,"Chayce Beckham is an American singer-songwriter from Apple Valley, California. He was crowned the winner on the 19th season of the reality singing competition show, American Idol. <a href=""https://www.last.fm/music/Chayce+Beckham"">Read more on Last.fm</a>","Bryan Martin, Corey Kent, Warren Zeiders, Kameron Marlowe, Tyler Hubbard"
Cubita,42383,4683," <a href=""https://www.last.fm/music/Cubita"">Read more on Last.fm</a>","Nuno Ribeiro, Rony Fuego, Murta, Nininho, No Maka"
Papaya Dada,31104,2746," <a href=""https://www.last.fm/music/Papaya+Dada"">Read more on Last.fm</a>","Gerardo Morán, Widinson, Guardarraya, Esto es Eso, Cecy Narvaez"
Tananai,2577837,58929,"Tananai, pseudonimo di Alberto Cotta Ramusino, è un cantautore e produttore discografico italiano.
Ha iniziato la carriera musicale nel 2014 con il nome d'arte Not for Us, producendo principalmente musica elettronica, per poi orientarsi verso il genere pop con lo pseudonimo Tananai a partire dal 2018. Raggiunge la notorietà in seguito alla partecipazione al Festival di Sanremo 2022, nel quale il suo brano Sesso occasionale si classifica ultimo, ma riscontra un buon successo radiofonico ed entra nella top 10 FIMI. <a href=""https://www.last.fm/music/Tananai"">Read more on Last.fm</a>","GAZZELLE, Pinguini Tattici Nucleari, Ariette, sangiovanni, Irama"
