Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Bob Dylan,221223733,3594093,"Bob Dylan (born Robert Allen Zimmerman on May 24, 1941 in Duluth, Minnesota, United States)  is an American singer-songwriter. Often regarded as one of the greatest songwriters of all time, Dylan has been a major figure in popular culture during a career spanning more than 60 years.
Dylan started his musical odyssey in 1959 when he began playing in Dinkytown, Minneapolis while attending the University of Minnesota. Shortly after starting to play he changed his stage name to Bob Dylan <a href=""https://www.last.fm/music/Bob+Dylan"">Read more on Last.fm</a>","Bob Dylan and The Band, Bob Dylan & Johnny Cash, The Band, Neil Young, Joan Baez"
Los Dandys,331680,52426,"Grammy nominated Los Dandy's was formed in 1958 by Mexican singers José Luis Segura, Armando Navarro, Francisco Escanilla, and Joaquín Ruiz Martínez, performing romantic ballads based on Cuban bolero and traditional norteño style. When José Luis Segura passed away in 1963, he was replaced by his son José Luis Segura, Jr. In addition, Guicho Cisneros took Francisco Escanilla's place. <a href=""https://www.last.fm/music/Los+Dandys"">Read more on Last.fm</a>","Los Tecolines, Los Tres Diamantes, Los Tres Reyes, Los Tres Ases, Los Tres Caballeros"
Mac DeMarco,236778249,2529950,"Mac DeMarco (born Vernor Winfield MacBriare Smith IV in Duncan, BC, on 30 April 1990) is a Canadian singer-songwriter, multi-instrumentalist and producer. DeMarco has released eight full-length studio albums, his debut Rock and Roll Night Club (2012), 2 (2012), Salad Days (2014), Another One (2015), This Old Dog (2017), Here Comes the Cowboy (2019), Five Easy Hot Dogs (2023), and One Wayne G (2023).

During high school DeMarco was in several bands <a href=""https://www.last.fm/music/Mac+DeMarco"">Read more on Last.fm</a>","LOVING, Good Morning, Eyedress, TV Girl, King Krule"
Hachioji P,1623149,102068,"八王子P (Hachioji P) also known as 8#Prince, is one of the most recognized Vocaloid producers on NicoNicoDouga.

The total number of plays that all related videos on internet video sites have surpassed 7 million. The songs ""Sweet Devil"" and ""Electric Love"" (エレクトリック・ラブ) which were created in collaboration with MMD producer WakamuraP (わかむらP) are his most renowned songs. They boat high-quality promotional videos with an <a href=""https://www.last.fm/music/Hachioji+P"">Read more on Last.fm</a>","livetune, Mitchie M, DECO*27, Giga, pinocchioP"
Bastille,77905931,2067406,"Bastille is an indie rock band from South London, England that formed in 2010. Bastille started out as a solo project by singer-songwriter Dan Smith, who later decided to form a band. The quartet consists of Dan Smith, Chris 'Woody' Wood, Will Farquarson and Kyle Simmons. The name of the band comes from Bastille Day, which was the day when Smith was born. Bastille released their album 'Give Me the Future' on 4 February 2022, to international critical acclaim. <a href=""https://www.last.fm/music/Bastille"">Read more on Last.fm</a>","To Kill a King, Imagine Dragons, X Ambassadors, BANNERS, Of Monsters and Men"
El Mató a un Policía Motorizado,4589076,104497,"El Mató A Un Policía Motorizado is an argentine band from La Plata, Argentina, born in 2003.  Their music is mostly influenced by 90's american indie bands. They file their music under the indie-barrial putting themselves closer to an international indie-rock style, rather than the local.

They are Santiago Motorizado (bass and vocals), Doctora Muerte (drums), Niño Elefante (guitar) y Pantro Puto (guitar).

Offical website: www.elmato.com.ar <a href=""https://www.last.fm/music/+noredirect/El+mat%C3%B3+a+un+polic%C3%ADa+motorizado"">Read more on Last.fm</a>",
She Past Away,4976009,172522,"She Past Away is a dark wave band from Bursa, Turkey. The group was formed by Volkan Caner (vocal/guitar) and Idris Akbulut (bass) in 2006. With the live participation of Doruk Ozturkcan in electronic drums, the band was totally shaped by the end of 2009.

Idris Akbulut left She Past Away in 2015 and was replaced by Doruk Ozturkcan as a permanent member. 

Clashing gothic lyrics with buzzsaw guitars, allegedly broken vocals and sensory drum effects <a href=""https://www.last.fm/music/She+Past+Away"">Read more on Last.fm</a>","Twin Tribes, Selofan, The Agnes Circle, Forever Grey, Bragolin"
Management,206641,14168,"This is not MGMT. Though this artist did change it's name to Taton; http://www.last.fm/music/Taton

MGMT can be found here: http://www.last.fm/music/MGMT <a href=""https://www.last.fm/music/+noredirect/Management"">Read more on Last.fm</a>",
Kike Pavón,78841,5533," <a href=""https://www.last.fm/music/Kike+Pav%C3%B3n"">Read more on Last.fm</a>","Alex Zurdo, Musiko, Redimi2, Vaes, Art Aguilera"
"Hamilton, Joe Frank & Reynolds",406777,81554,"Hamilton, Joe Frank & Reynolds was a 1970s AM soft rock trio from Los Angeles. The members were Dan Hamilton, Joe Frank Carollo, and Tommy Reynolds. Reynolds left in 1972 and was replaced by Alan Dennison. The group continued to perform as Hamilton, Joe Frank & Reynolds until 1976, when it changed its name to Hamilton, Joe Frank & Dennison. <a href=""https://www.last.fm/music/Hamilton,+Joe+Frank+&+Reynolds"">Read more on Last.fm</a>","Seals & Crofts, Ambrosia, Robert John, England Dan & John Ford Coley, Orleans"
2 minutos,2152055,63803,"Los integrantes de Dos Minutos se juntaron en 1987 y comenzaron a tocar en el '89, en plena hiperinflación: «en esas circunstancias empezamos nosotros, Alfonsín dejaba el gobierno, asumía Menem y debutábamos la noche en que la gente salìa a saquear mercados para poder comer...».

Ya habían grabado los temas ""Ya no sos igual"" y ""Arrebato"" en un álbum independiente junto a otras bandas.

""Valentín Alsina"" (1994) es el título del primer disco, en homenaje a su ciudad de origen. <a href=""https://www.last.fm/music/2+Minutos"">Read more on Last.fm</a>","Flema, Attaque 77, Todos Tus Muertos, La Polla Records, Boom Boom Kid"
Viniloversus,705961,30122,"VINILOVERSUS is rock band from Caracas, Venezuela formed by Rodrigo Gonsalves, lead vocalist and guitar, Adrian Salas backup vocals and bass, Mangan on drums and Juan Victor Belisario on second bass.
They released their debut album titled ""El Dia Es Hoy"" through itunes on February 2008 and the CD on July 2008.
VINILOVERSUS blends differente influences of rock from Arctic Monkeys to Kings of Leon and/or from Led Zepellin to Dermis Tatú.
in 2010 they released Si No Nos Mata and got nominated for a Latin Grammy for Best Rock Album <a href=""https://www.last.fm/music/VINILOVERSUS"">Read more on Last.fm</a>","Los Mesoneros, La Vida Bohème, Rawayana, Okills, Caramelos de Cianuro"
Daryl Hall & John Oates,28390072,1534863,"From their first hit in 1974 through their heyday in the '80s, Daryl Hall and John Oates' smooth, catchy take on Philly soul brought them commercial success — including six number one singles and six platinum albums. Hall & Oates' music was well-constructed and produced; at their best, their songs were filled with strong hooks and melodies that adhered to soul traditions without being a slave to them by incorporating elements of new wave and hard rock. <a href=""https://www.last.fm/music/+noredirect/Daryl+Hall+&+John+Oates"">Read more on Last.fm</a>",
Weezer,217044772,4576857,"Weezer is an American rock band. Formed in 1992, they have released 15 full length albums, 1 cover album, six EPs, and a DVD. Their latest album, titled 'Van Weezer', came out on May 7th, 2021, Although, they released 4 EPs in 2022, known as SZNZ. They've sold over ten million records in the United States to date, and 35 million worldwide. Playing music influenced by alternative bands and power pop artists among others, they're sometimes viewed as a part of the 90s indie movement. <a href=""https://www.last.fm/music/Weezer"">Read more on Last.fm</a>","Rivers Cuomo, The Rentals, Ozma, Green Day, The Presidents of the United States of America"
Dido,47753242,2480623,"There are at least two artists with the name Dido:

1) Dido Armstrong (born 25 December 1971) is a British BRIT Award-winning and Grammy Award-nominated singer and songwriter.

Dido was born in London, UK on Christmas day; she was christened Dido Florian Cloud de Bounevialle O'Malley Armstrong. She lived with her poet mother and publisher father in London. 

One day she looked up the story of her first name. ""I thought it was strange that I was called after a woman who killed herself in ancient literature. <a href=""https://www.last.fm/music/Dido"">Read more on Last.fm</a>","Natalie Imbruglia, Sarah McLachlan, Alanis Morissette, KT Tunstall, Jewel"
Tata Barahona,735901,31323," <a href=""https://www.last.fm/music/Tata+Barahona"">Read more on Last.fm</a>","Manuel García, Silvio Rodríguez, Eduardo Gatti, Camila Moreno, Facundo Cabral"
The Unlikely Candidates,3016826,209520,"The Unlikely Candidates is an American indie rock band from Fort Worth, Texas. The band formed in the year 2008.Their single ""Follow My Feet"" peaked at number six on the Adult Alternative Songs chart. The song also peaked at number thirty five on the Alternative Songs chart. <a href=""https://www.last.fm/music/The+Unlikely+Candidates"">Read more on Last.fm</a>","The People's Thieves, Dreamers, Adam Jensen, Barns Courtney, Bohnes"
Herencia de Timbiqui,172887,14529," <a href=""https://www.last.fm/music/Herencia+de+Timbiqui"">Read more on Last.fm</a>","Grupo Bahia, Puerto Candelaria, Los Petit Fellas, Grupo Saboreo, Doctor Krápula"
Circa Waves,8813437,550512,"Circa Waves is a British  indie rock band formed in Liverpool, UK in 2013. The band consists of Kieran Shudall (vocals, guitar), Sam Rourke (bass), Colin Jones (drums) and Joe Falconer (guitar). The band released a double-A side single late in 2013, featuring ""Get Away"" and ""Good For Me"" and an EP launch in mid 2014 (Young Chasers EP) on the Transgressive label.

The band's debut album,Young Chasers, was released on March 30, 2015 on the Virgin EMI label and was produced by Dan Grech. <a href=""https://www.last.fm/music/Circa+Waves"">Read more on Last.fm</a>","Sea Girls, Sundara Karma, The Wombats, corella, The Snuts"
David Lebón,113027,12852,"David Lebón nació en Buenos Aires, Argentina el 5 de octubre de 1952. Su carrera musical está signada por los constantes cambios de bandas. Inició su relación con la música cuando, a los ocho años, debió partir hacia los Estados Unidos para tratarse un problema asmático. Su estadía en el país del norte coincidió con el boom de la «Beatlemanía» lo cual, como a la gran mayoría, influyó decisivamente en su futuro. Fue así que - cuando era todavía menor de edad <a href=""https://www.last.fm/music/David+Leb%C3%B3n"">Read more on Last.fm</a>","Polifemo, Lito Vitale, Jóvenes Pordioseros, Hilda Lizarazu, Nito Mestre Y Los Desconocidos De Siempre"
The Night Flight Orchestra,2172038,68790,"""The Night Flight Orchestra"" started like so many others as an innocent yet serious drunken idea when Björn Strid (Soilwork) and David Andersson (Mean Streak, session Soilwork) were on the road together somewhere in North America in 2007. Björn and David were bonding over what they considered ""classic"" or not, from rock n roll conspiracies to being arrested in a lobby with nothing but leather pants on. All those scenarios, fictional or real, needed a soundtrack. <a href=""https://www.last.fm/music/The+Night+Flight+Orchestra"">Read more on Last.fm</a>","H.E.A.T, Nestor, Brother Firetribe, W.E.T., One Desire"
